"file_id","input_path","output_path","review_type","field","original_value","candidate","confidence","status","reason","evidence","score","legacy_rejection","ambiguity","density_gap","center_density","center_edge_ratio","threshold_vote_ratio","multiscale_stability"
"MX-M3658N_20260731_162311_002.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_002.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_002.png","SINGLE_CHOICE_CONFLICT_REVIEW","q2","ABD","A","0.902","REVIEW","single_choice_conflict","gap,delta_from_blank","4.51","","0.098","0.000","0.000","0.000","0.000","0.000"
"MX-M3658N_20260731_162311_003.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_003.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_003.png","ID_REVIEW","id2","","3","0.706","RESOLVED_CANDIDATE","weak_identifier_candidate","gap,delta_from_blank,page_z,density_gap","3.53","","0.294","0.208","0.701","1.795","0.000","0.000"
"MX-M3658N_20260731_162311_003.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_003.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_003.png","ID_REVIEW","id7","","1","0.669","RESOLVED_CANDIDATE","weak_identifier_candidate","gap,delta_from_blank,page_z,density_gap","3.34","","0.331","0.204","0.646","1.725","0.000","0.000"
"MX-M3658N_20260731_162311_003.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_003.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_003.png","SINGLE_CHOICE_CONFLICT_REVIEW","q2","ABD","B","0.876","REVIEW","single_choice_conflict","gap,delta_from_blank","4.38","","0.124","0.000","0.000","0.000","0.000","0.000"
"MX-M3658N_20260731_162311_004.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_004.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_004.png","ID_REVIEW","id5","","4","0.662","RESOLVED_CANDIDATE","weak_identifier_candidate","gap,delta_from_blank,page_z,density_gap","3.31","","0.338","0.188","0.674","1.941","0.000","0.000"
"MX-M3658N_20260731_162311_004.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_004.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_004.png","ID_REVIEW","id6","","8","0.766","RESOLVED_CANDIDATE","weak_identifier_candidate","gap,delta_from_blank,page_z,density_gap","3.83","","0.234","0.227","0.715","2.128","0.000","0.000"
"MX-M3658N_20260731_162311_004.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_004.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_004.png","ID_REVIEW","id7","","4","0.472","LOW_CONFIDENCE","weak_identifier_candidate","gap,delta_from_blank,page_z,density_gap","2.36","max_mean_without_adaptive_support","0.528","0.058","0.514","1.939","0.000","0.000"
"MX-M3658N_20260731_162311_004.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_004.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_004.png","SINGLE_CHOICE_CONFLICT_REVIEW","q2","ABCD","A","0.735","REVIEW","single_choice_conflict","gap,delta_from_blank","3.68","","0.265","0.000","0.000","0.000","0.000","0.000"
"MX-M3658N_20260731_162311_008.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_008.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_008.png","WEAK_MARK_REVIEW","q3","","B","0.249","LEGACY","score_disabled","","0.00","adaptive_min_delta_from_blank","0.000","0.004","0.247","0.723","0.500","0.750"
"MX-M3658N_20260731_162311_009.png",".jcode_runs\regression\weak\MX-M3658N_20260731_162311_009.pdf","outputs\weak_20260803_015434\CheckedOMRs\MX-M3658N_20260731_162311_009.png","WEAK_MARK_REVIEW","q6","","D","0.377","LEGACY","score_disabled","","0.00","adaptive_min_delta_from_blank","0.000","-0.048","0.380","1.442","1.000","1.000"
