file_id,input_path,output_path,field,value,confidence,engine,regionCode,regionName,type,bbox,artifactLocalPath
MX-M3658N_20260813_185511_007.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_007.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_007.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_007.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_007.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_007.png,q14_score_text,15,0.7700240015983582,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_007.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_007.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_007.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,fill_blank_score_text,：10,0.6967377662658691,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,q14_score_text,:30,0.7714813351631165,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_008.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_008.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_008.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,fill_blank_score_text,l0,0.5138134360313416,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,fill_q13_answer_text,J,0.996215283870697,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,q14_score_text,0,0.81438809633255,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_009.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_009.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_009.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,fill_blank_score_text,l,0.48642662167549133,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,q14_score_text,18,0.9779513478279114,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_010.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_010.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_010.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,fill_blank_score_text,1v,0.5278781056404114,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,q14_score_text,V,0.6089545488357544,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_011.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_011.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_011.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,fill_blank_score_text,10,0.9186109304428101,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,q14_score_text,19,0.6880978345870972,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_012.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_012.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_012.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,fill_blank_score_text,:10,0.7418618202209473,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,q14_score_text,18,0.8270958662033081,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_013.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_013.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_013.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,fill_blank_score_text,N,0.5715397596359253,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,q14_score_text,1,0.784603476524353,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_014.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_014.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_014.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,fill_blank_score_text,N,0.4421220123767853,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,q14_score_text,V,0.44957292079925537,paddleocr,Q14,第14题解答题,score,"[125, 1215, 95, 65]",
MX-M3658N_20260813_185511_015.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_015.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_015.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1285, 1020, 290]",
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,fill_blank_score_text,:10,0.7129361033439636,paddleocr,FillBlank,填空题,score,"[125, 1040, 95, 60]",
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,fill_q12_answer_text,,0.0,paddleocr,Q12,第12题填空题,answer,"[170, 1110, 225, 50]",
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1110, 225, 50]",
MX-M3658N_20260813_185511_016.png,.jcode_runs\gaoyi3\MX-M3658N_20260813_185511_016.pdf,outputs\gaoyi3\CheckedOMRs\MX-M3658N_20260813_185511_016.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1110, 225, 50]",
